Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Reserved Seats,Timestamp
Freedom and the Market | MMS 195FS,SEM Section 01,8789,1,18,94.44444444444444,No,2021-06-30 21:51:50.337804
Organizational Leadership & Management | MMS 197,Lecture Section 01,4421,34,34,0.0,Yes,2021-06-30 21:51:52.707582
Managerial Effectiveness | MMS 210,Lecture Section 01,4409,24,24,0.0,No,2021-06-30 21:51:55.095016
"Marketing Across Borders, Cultures and Demographics | MMS 272",Lecture Section 01,4415,33,33,0.0,Yes,2021-06-30 21:51:57.475989
Voices in Marketing: Advertising in Spanish | MMS 273T-1,TUT Section 01,4418,8,8,0.0,No,2021-06-30 21:51:59.898433
Voices in Marketing: Advertising in French | MMS 273T-2,TUT Section 01,4420,8,8,0.0,No,2021-06-30 21:52:02.279403
Voices in Marketing: Advertising in Chinese | MMS 273T-3,TUT Section 01,4422,8,8,0.0,No,2021-06-30 21:52:04.667186
Strategic Financial Management | MMS 365,Lecture Section 01,4413,30,30,0.0,No,2021-06-30 21:52:07.031144
Managerial Finance | MMS 370,Lecture Section 01,4414,40,40,0.0,No,2021-06-30 21:52:09.382553
Entrepreneurial Marketing | MMS 380,Lecture Section 01,4416,24,24,0.0,No,2021-06-30 21:52:11.801062
New Ventures Development | MMS 395,Lecture Section 01,5452,8,8,0.0,No,2021-06-30 21:52:14.169384
Markets and Management Capstone | MMS 450,Lecture Section 01,4410,24,24,0.0,No,2021-06-30 21:52:16.506079
Markets and Management Capstone | MMS 450,Lecture Section 02,4411,24,24,0.0,No,2021-06-30 21:52:18.837315
Markets and Management Capstone | MMS 450,Lecture Section 03,4412,24,24,0.0,No,2021-06-30 21:52:21.173322
