Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Timestamp
Special Topics in Energy Engineering | ENRGYEGR 490,Lecture Section 01,4376,9,10,10.0,2021-06-27 17:25:27.253289
Special Topics in Energy Engineering | ENRGYEGR 490,Lecture Section 01,4376,9,10,10.0,2021-06-27 18:20:47.910734
