Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Timestamp
Elementary K'iche' Maya II | KICHE 102,Lecture Section 01,9485,14,15,6.666666666666667,2021-06-27 17:28:19.896388
Intermediate K'iche' Maya II | KICHE 204,Lecture Section 01,9492,10,10,0.0,2021-06-27 17:28:22.407625
Elementary K'iche' Maya II | KICHE 102,Lecture Section 01,9485,14,15,6.666666666666667,2021-06-27 18:24:59.587108
Intermediate K'iche' Maya II | KICHE 204,Lecture Section 01,9492,10,10,0.0,2021-06-27 18:25:02.014192
