Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Timestamp
Introduction to Digital Humanities | CMAC 222D,Lecture Section 001,6908,2,15,86.66666666666667,2021-06-27 17:17:55.698358
Introduction to Digital Humanities | CMAC 222D,Discussion Section 01D,6910,2,15,86.66666666666667,2021-06-27 17:17:58.214341
Introduction to Digital Humanities | CMAC 222D,Lecture Section 001,6908,2,15,86.66666666666667,2021-06-27 18:12:36.462981
Introduction to Digital Humanities | CMAC 222D,Discussion Section 01D,6910,2,15,86.66666666666667,2021-06-27 18:12:38.803745
