Section,Class Number,Open Seats,Total Seats,Reserved Seats,Percent,Timestamp
Lecture Section 001,10120,144,144,No,0.0,2021-07-10 11:41:36.141773
Discussion Section 01D,10121,12,12,No,0.0,2021-07-10 11:41:36.141796
Discussion Section 02D,10122,12,12,No,0.0,2021-07-10 11:41:36.141805
Discussion Section 03D,10123,12,12,No,0.0,2021-07-10 11:41:36.141813
Discussion Section 04D,10124,12,12,No,0.0,2021-07-10 11:41:36.141820
Discussion Section 05D,10125,12,12,No,0.0,2021-07-10 11:41:36.141828
Discussion Section 06D,10126,12,12,No,0.0,2021-07-10 11:41:36.141835
Discussion Section 07D,10127,12,12,No,0.0,2021-07-10 11:41:36.141843
Discussion Section 08D,10128,12,12,No,0.0,2021-07-10 11:41:36.141851
Discussion Section 09D,10129,12,12,No,0.0,2021-07-10 11:41:36.141858
Discussion Section 10D,10130,12,12,No,0.0,2021-07-10 11:41:36.141866
Discussion Section 11D,10131,12,12,No,0.0,2021-07-10 11:41:36.141873
Discussion Section 12D,10132,12,12,No,0.0,2021-07-10 11:41:36.141880
SEM Section 01,8070,0,18,No,100.0,2021-07-10 11:41:36.141889
SEM Section 02,8071,0,18,No,100.0,2021-07-10 11:41:36.141897
Lecture Section 001,8074,44,44,No,0.0,2021-07-10 11:41:36.141905
Lecture Section 002,8075,44,44,No,0.0,2021-07-10 11:41:36.141912
Lecture Section 003,8076,40,40,No,0.0,2021-07-10 11:41:36.141927
Lecture Section 004,8077,44,44,No,0.0,2021-07-10 11:41:36.141935
Lecture Section 005,8078,40,40,No,0.0,2021-07-10 11:41:36.141942
Lecture Section 006,8079,44,44,No,0.0,2021-07-10 11:41:36.141949
Lecture Section 007,8080,17,17,No,0.0,2021-07-10 11:41:36.141957
Lecture Section 008,8081,44,44,No,0.0,2021-07-10 11:41:36.141964
Lecture Section 009,8082,20,20,No,0.0,2021-07-10 11:41:36.141971
Laboratory Section 01L,8083,40,40,No,0.0,2021-07-10 11:41:36.141979
Laboratory Section 02L,8084,40,40,No,0.0,2021-07-10 11:41:36.141986
Laboratory Section 03L,8085,36,36,No,0.0,2021-07-10 11:41:36.141993
Laboratory Section 04L,8086,40,40,No,0.0,2021-07-10 11:41:36.142000
Laboratory Section 05L,8087,36,36,No,0.0,2021-07-10 11:41:36.142008
Laboratory Section 06L,8088,40,40,No,0.0,2021-07-10 11:41:36.142015
Laboratory Section 07L,8089,17,17,No,0.0,2021-07-10 11:41:36.142022
Laboratory Section 08L,8090,40,40,No,0.0,2021-07-10 11:41:36.142029
Laboratory Section 09L,8091,18,18,No,0.0,2021-07-10 11:41:36.142036
Laboratory Section 01L,10588,9,10,No,10.0,2021-07-10 11:41:36.142045
Lecture Section 001,8853,150,150,No,0.0,2021-07-10 11:41:36.142052
Laboratory Section 02L,8814,30,30,No,0.0,2021-07-10 11:41:36.142059
Laboratory Section 03L,8815,30,30,No,0.0,2021-07-10 11:41:36.142067
Laboratory Section 05L,8816,30,30,No,0.0,2021-07-10 11:41:36.142074
Laboratory Section 06L,8817,30,30,No,0.0,2021-07-10 11:41:36.142081
Laboratory Section 08L,8818,30,30,No,0.0,2021-07-10 11:41:36.142088
Lecture Section 01,8069,30,30,No,0.0,2021-07-10 11:41:36.142096
Lecture Section 001,8058,47,50,No,6.0,2021-07-10 11:41:36.142103
Lecture Section 002,8059,45,50,No,10.0,2021-07-10 11:41:36.142111
Lecture Section 003,8060,48,50,No,4.0,2021-07-10 11:41:36.142118
Laboratory Section 11L,8061,24,25,No,4.0,2021-07-10 11:41:36.142126
Laboratory Section 12L,8062,23,25,No,8.0,2021-07-10 11:41:36.142133
Laboratory Section 21L,8063,22,25,No,12.0,2021-07-10 11:41:36.142140
Laboratory Section 22L,8064,23,25,No,8.0,2021-07-10 11:41:36.142147
Laboratory Section 31L,8065,23,25,No,8.0,2021-07-10 11:41:36.142155
Laboratory Section 32L,8066,25,25,No,0.0,2021-07-10 11:41:36.142162
Lecture Section 001,8108,19,30,No,36.666666666666664,2021-07-10 11:41:36.142170
Laboratory Section 01L,8109,19,30,No,36.666666666666664,2021-07-10 11:41:36.142177
Lecture Section 01,8067,10,25,No,60.0,2021-07-10 11:41:36.142184
Lecture Section 001,10120,144,144,No,0.0,2021-07-10 11:49:05.465828
Discussion Section 01D,10121,12,12,No,0.0,2021-07-10 11:49:05.465862
Discussion Section 02D,10122,12,12,No,0.0,2021-07-10 11:49:05.465877
Discussion Section 03D,10123,12,12,No,0.0,2021-07-10 11:49:05.465891
Discussion Section 04D,10124,12,12,No,0.0,2021-07-10 11:49:05.465905
Discussion Section 05D,10125,12,12,No,0.0,2021-07-10 11:49:05.465919
Discussion Section 06D,10126,12,12,No,0.0,2021-07-10 11:49:05.465928
Discussion Section 07D,10127,12,12,No,0.0,2021-07-10 11:49:05.465938
Discussion Section 08D,10128,12,12,No,0.0,2021-07-10 11:49:05.465952
Discussion Section 09D,10129,12,12,No,0.0,2021-07-10 11:49:05.465964
Discussion Section 10D,10130,12,12,No,0.0,2021-07-10 11:49:05.465978
Discussion Section 11D,10131,12,12,No,0.0,2021-07-10 11:49:05.466043
Discussion Section 12D,10132,12,12,No,0.0,2021-07-10 11:49:05.466066
SEM Section 01,8070,0,18,No,100.0,2021-07-10 11:49:05.466081
SEM Section 02,8071,0,18,No,100.0,2021-07-10 11:49:05.466096
Lecture Section 001,8074,44,44,No,0.0,2021-07-10 11:49:05.466109
Lecture Section 002,8075,44,44,No,0.0,2021-07-10 11:49:05.466120
Lecture Section 003,8076,40,40,No,0.0,2021-07-10 11:49:05.466132
Lecture Section 004,8077,44,44,No,0.0,2021-07-10 11:49:05.466145
Lecture Section 005,8078,40,40,No,0.0,2021-07-10 11:49:05.466159
Lecture Section 006,8079,44,44,No,0.0,2021-07-10 11:49:05.466173
Lecture Section 007,8080,17,17,No,0.0,2021-07-10 11:49:05.466187
Lecture Section 008,8081,44,44,No,0.0,2021-07-10 11:49:05.466200
Lecture Section 009,8082,20,20,No,0.0,2021-07-10 11:49:05.466214
Laboratory Section 01L,8083,40,40,No,0.0,2021-07-10 11:49:05.466230
Laboratory Section 02L,8084,40,40,No,0.0,2021-07-10 11:49:05.466244
Laboratory Section 03L,8085,36,36,No,0.0,2021-07-10 11:49:05.466259
Laboratory Section 04L,8086,40,40,No,0.0,2021-07-10 11:49:05.466273
Laboratory Section 05L,8087,36,36,No,0.0,2021-07-10 11:49:05.466287
Laboratory Section 06L,8088,40,40,No,0.0,2021-07-10 11:49:05.466298
Laboratory Section 07L,8089,17,17,No,0.0,2021-07-10 11:49:05.466305
Laboratory Section 08L,8090,40,40,No,0.0,2021-07-10 11:49:05.466312
Laboratory Section 09L,8091,18,18,No,0.0,2021-07-10 11:49:05.466320
Laboratory Section 01L,10588,9,10,No,10.0,2021-07-10 11:49:05.466328
Lecture Section 001,8853,150,150,No,0.0,2021-07-10 11:49:05.466337
Laboratory Section 02L,8814,30,30,No,0.0,2021-07-10 11:49:05.466346
Laboratory Section 03L,8815,30,30,No,0.0,2021-07-10 11:49:05.466353
Laboratory Section 05L,8816,30,30,No,0.0,2021-07-10 11:49:05.466361
Laboratory Section 06L,8817,30,30,No,0.0,2021-07-10 11:49:05.466370
Laboratory Section 08L,8818,30,30,No,0.0,2021-07-10 11:49:05.466378
Lecture Section 01,8069,30,30,No,0.0,2021-07-10 11:49:05.466386
Lecture Section 001,8058,47,50,No,6.0,2021-07-10 11:49:05.466394
Lecture Section 002,8059,45,50,No,10.0,2021-07-10 11:49:05.466403
Lecture Section 003,8060,48,50,No,4.0,2021-07-10 11:49:05.466412
Laboratory Section 11L,8061,24,25,No,4.0,2021-07-10 11:49:05.466420
Laboratory Section 12L,8062,23,25,No,8.0,2021-07-10 11:49:05.466429
Laboratory Section 21L,8063,22,25,No,12.0,2021-07-10 11:49:05.466437
Laboratory Section 22L,8064,23,25,No,8.0,2021-07-10 11:49:05.466445
Laboratory Section 31L,8065,23,25,No,8.0,2021-07-10 11:49:05.466453
Laboratory Section 32L,8066,25,25,No,0.0,2021-07-10 11:49:05.466460
Lecture Section 001,8108,19,30,No,36.666666666666664,2021-07-10 11:49:05.466492
Laboratory Section 01L,8109,19,30,No,36.666666666666664,2021-07-10 11:49:05.466505
Lecture Section 01,8067,10,25,No,60.0,2021-07-10 11:49:05.466518
Lecture Section 001,10120,144,144,No,0.0,2021-07-10 11:57:25.342837
Discussion Section 01D,10121,12,12,No,0.0,2021-07-10 11:57:25.342866
Discussion Section 02D,10122,12,12,No,0.0,2021-07-10 11:57:25.342879
Discussion Section 03D,10123,12,12,No,0.0,2021-07-10 11:57:25.342891
Discussion Section 04D,10124,12,12,No,0.0,2021-07-10 11:57:25.342904
Discussion Section 05D,10125,12,12,No,0.0,2021-07-10 11:57:25.342917
Discussion Section 06D,10126,12,12,No,0.0,2021-07-10 11:57:25.342931
Discussion Section 07D,10127,12,12,No,0.0,2021-07-10 11:57:25.342945
Discussion Section 08D,10128,12,12,No,0.0,2021-07-10 11:57:25.342959
Discussion Section 09D,10129,12,12,No,0.0,2021-07-10 11:57:25.342972
Discussion Section 10D,10130,12,12,No,0.0,2021-07-10 11:57:25.342994
Discussion Section 11D,10131,12,12,No,0.0,2021-07-10 11:57:25.343003
Discussion Section 12D,10132,12,12,No,0.0,2021-07-10 11:57:25.343011
SEM Section 01,8070,0,18,No,100.0,2021-07-10 11:57:25.343019
SEM Section 02,8071,0,18,No,100.0,2021-07-10 11:57:25.343028
Lecture Section 001,8074,44,44,No,0.0,2021-07-10 11:57:25.343036
Lecture Section 002,8075,44,44,No,0.0,2021-07-10 11:57:25.343043
Lecture Section 003,8076,40,40,No,0.0,2021-07-10 11:57:25.343051
Lecture Section 004,8077,44,44,No,0.0,2021-07-10 11:57:25.343059
Lecture Section 005,8078,40,40,No,0.0,2021-07-10 11:57:25.343066
Lecture Section 006,8079,44,44,No,0.0,2021-07-10 11:57:25.343073
Lecture Section 007,8080,17,17,No,0.0,2021-07-10 11:57:25.343080
Lecture Section 008,8081,44,44,No,0.0,2021-07-10 11:57:25.343087
Lecture Section 009,8082,20,20,No,0.0,2021-07-10 11:57:25.343095
Laboratory Section 01L,8083,40,40,No,0.0,2021-07-10 11:57:25.343103
Laboratory Section 02L,8084,40,40,No,0.0,2021-07-10 11:57:25.343110
Laboratory Section 03L,8085,36,36,No,0.0,2021-07-10 11:57:25.343117
Laboratory Section 04L,8086,40,40,No,0.0,2021-07-10 11:57:25.343124
Laboratory Section 05L,8087,36,36,No,0.0,2021-07-10 11:57:25.343132
Laboratory Section 06L,8088,40,40,No,0.0,2021-07-10 11:57:25.343140
Laboratory Section 07L,8089,17,17,No,0.0,2021-07-10 11:57:25.343147
Laboratory Section 08L,8090,40,40,No,0.0,2021-07-10 11:57:25.343155
Laboratory Section 09L,8091,18,18,No,0.0,2021-07-10 11:57:25.343162
Laboratory Section 01L,10588,9,10,No,10.0,2021-07-10 11:57:25.343170
Lecture Section 001,8853,150,150,No,0.0,2021-07-10 11:57:25.343178
Laboratory Section 02L,8814,30,30,No,0.0,2021-07-10 11:57:25.343186
Laboratory Section 03L,8815,30,30,No,0.0,2021-07-10 11:57:25.343193
Laboratory Section 05L,8816,30,30,No,0.0,2021-07-10 11:57:25.343200
Laboratory Section 06L,8817,30,30,No,0.0,2021-07-10 11:57:25.343207
Laboratory Section 08L,8818,30,30,No,0.0,2021-07-10 11:57:25.343215
Lecture Section 01,8069,30,30,No,0.0,2021-07-10 11:57:25.343222
Lecture Section 001,8058,47,50,No,6.0,2021-07-10 11:57:25.343229
Lecture Section 002,8059,45,50,No,10.0,2021-07-10 11:57:25.343237
Lecture Section 003,8060,48,50,No,4.0,2021-07-10 11:57:25.343244
Laboratory Section 11L,8061,24,25,No,4.0,2021-07-10 11:57:25.343252
Laboratory Section 12L,8062,23,25,No,8.0,2021-07-10 11:57:25.343260
Laboratory Section 21L,8063,22,25,No,12.0,2021-07-10 11:57:25.343267
Laboratory Section 22L,8064,23,25,No,8.0,2021-07-10 11:57:25.343275
Laboratory Section 31L,8065,23,25,No,8.0,2021-07-10 11:57:25.343282
