Class Name,Section,Class Number,Open Seats,Total Seats,Percent,Reserved Seats,Timestamp
Elementary Greek | GREEK 101,Lecture Section 01,5135,15,15,0.0,No,2021-06-30 21:46:14.603224
Intermediate Greek | GREEK 203,Lecture Section 01,5136,15,15,0.0,No,2021-06-30 21:46:16.970068
Greek Epic | GREEK 324S,SEM Section 01,5144,6,6,0.0,No,2021-06-30 21:46:19.319660
